# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17266751320924
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  translator           [.] parse_instruction
     0.00%  translator  perf-29433.map       [.] src_0x2c1eb8
     0.00%  translator  perf-29433.map       [.] src_0x262abc
     0.00%  translator  perf-29433.map       [.] src_0x2c2294
     0.00%  translator  perf-29433.map       [.] src_0x2c310c
     0.00%  translator  perf-29433.map       [.] src_0x2846b4
     0.00%  translator  perf-29433.map       [.] src_0x284544
     0.00%  translator  perf-29433.map       [.] src_0x2ddd84
     0.00%  translator  [kernel.kallsyms]    [k] plist_del
     0.00%  translator  [kernel.kallsyms]    [k] pick_next_task_stop
     0.00%  translator  [kernel.kallsyms]    [k] put_prev_entity
     0.00%  translator  perf-29433.map       [.] src_0x1032a8
     0.00%  translator  [kernel.kallsyms]    [k] ip_queue_xmit
     0.00%  translator  perf-29433.map       [.] src_0x262d98
     0.00%  translator  perf-29433.map       [.] src_0x262f90
     0.00%  translator  perf-29433.map       [.] src_0x2c1a70
     0.00%  translator  perf-29433.map       [.] src_0x2c30ec
     0.00%  translator  perf-29433.map       [.] src_0x64968
     0.00%  translator  perf-29433.map       [.] src_0x262d44
     0.00%  translator  [kernel.kallsyms]    [k] check_cfs_rq_runtime
     0.00%  translator  [kernel.kallsyms]    [k] __enqueue_entity
     0.00%  translator  [kernel.kallsyms]    [k] check_preempt_wakeup
     0.00%  translator  [kernel.kallsyms]    [k] check_preempt_curr
     0.00%  translator  perf-29433.map       [.] src_0x5f9d0
     0.00%  translator  [kernel.kallsyms]    [k] cpuacct_account_field
     0.00%  translator  perf-29433.map       [.] src_0x2638b0
     0.00%  translator  [kvm]                [k] pvclock_gtod_notify
     0.00%  translator  perf-29433.map       [.] src_0x2c33c0
     0.00%  translator  perf-29433.map       [.] src_0x19e6a0
     0.00%  translator  [kernel.kallsyms]    [k] lock_timer_base
     0.00%  translator  perf-29433.map       [.] src_0xfb03c
     0.00%  translator  perf-29433.map       [.] src_0x262778
     0.00%  translator  perf-29433.map       [.] src_0x198d68
     0.00%  translator  perf-29433.map       [.] src_0x18b244
     0.00%  translator  perf-29433.map       [.] src_0xfb05c
     0.00%  translator  perf-29433.map       [.] src_0xfb0dc
     0.00%  translator  perf-29433.map       [.] src_0x17eb74
     0.00%  translator  perf-29433.map       [.] src_0xf6ef8
     0.00%  translator  perf-29433.map       [.] src_0xfb000
     0.00%  translator  perf-29433.map       [.] src_0x18b388
     0.00%  translator  perf-29433.map       [.] src_0x19c820
     0.00%  translator  perf-29433.map       [.] src_0x2c3220
     0.00%  translator  perf-29433.map       [.] src_0x2c1f38
     0.00%  translator  perf-29433.map       [.] src_0xf8144
     0.00%  translator  perf-29433.map       [.] src_0x19e744
     0.00%  translator  perf-29433.map       [.] src_0x19c7e0
     0.00%  translator  perf-29433.map       [.] src_0x146d8c
     0.00%  translator  perf-29433.map       [.] src_0x26ca4
     0.00%  translator  perf-29433.map       [.] src_0x194730
     0.00%  translator  perf-29433.map       [.] src_0x192d70
     0.00%  translator  perf-29433.map       [.] src_0x18d424
     0.00%  translator  perf-29433.map       [.] src_0x959a8
     0.00%  translator  perf-29433.map       [.] src_0x19c810
     0.00%  translator  perf-29433.map       [.] src_0x13cf4c
     0.00%  translator  perf-29433.map       [.] src_0x19c7c4
     0.00%  translator  perf-29433.map       [.] src_0x18a610
     0.00%  translator  perf-29433.map       [.] src_0x28efc4
     0.00%  translator  perf-29433.map       [.] src_0x62970
     0.00%  translator  perf-29433.map       [.] src_0x29ca74
     0.00%  translator  perf-29433.map       [.] src_0x17ed0c
     0.00%  translator  perf-29433.map       [.] src_0x1aa688
     0.00%  translator  perf-29433.map       [.] src_0x2a0428
     0.00%  translator  perf-29433.map       [.] src_0x18b96c
     0.00%  translator  perf-29433.map       [.] src_0x262668
     0.00%  translator  perf-29433.map       [.] src_0x29ae18
     0.00%  translator  perf-29433.map       [.] src_0x18b378
     0.00%  translator  perf-29433.map       [.] src_0x25ad0
     0.00%  translator  perf-29433.map       [.] src_0x292f5c
     0.00%  translator  perf-29433.map       [.] src_0x19e698
     0.00%  translator  perf-29433.map       [.] src_0x1aa878
     0.00%  translator  perf-29433.map       [.] src_0x19c948
     0.00%  translator  perf-29433.map       [.] src_0x198dc4
     0.00%  translator  perf-29433.map       [.] src_0x1aa8a8
     0.00%  translator  perf-29433.map       [.] src_0x137af0
     0.00%  translator  perf-29433.map       [.] src_0x192d74
     0.00%  translator  perf-29433.map       [.] src_0x5f994
     0.00%  translator  perf-29433.map       [.] src_0x19c91c
     0.00%  translator  perf-29433.map       [.] src_0x1aa314
     0.00%  translator  perf-29433.map       [.] src_0x19cb40
     0.00%  translator  perf-29433.map       [.] src_0x18a654
     0.00%  translator  perf-29433.map       [.] src_0x12f730
     0.00%  translator  perf-29433.map       [.] src_0x12f7c4
     0.00%  translator  perf-29433.map       [.] src_0x29b33c
     0.00%  translator  perf-29433.map       [.] src_0xbac84
     0.00%  translator  perf-29433.map       [.] src_0xf536c
     0.00%  translator  perf-29433.map       [.] src_0x181588
     0.00%  translator  perf-29433.map       [.] src_0xc1058
     0.00%  translator  perf-29433.map       [.] src_0x13dbec
     0.00%  translator  perf-29433.map       [.] src_0xf5390
     0.00%  translator  perf-29433.map       [.] src_0x1aa2ec
     0.00%  translator  perf-29433.map       [.] src_0x5f754
     0.00%  translator  perf-29433.map       [.] src_0x217b8c
     0.00%  translator  perf-29433.map       [.] src_0x2ff04
     0.00%  translator  perf-29433.map       [.] src_0x17edf4
     0.00%  translator  perf-29433.map       [.] src_0x19eed0
     0.00%  translator  perf-29433.map       [.] src_0x304ac
     0.00%  translator  perf-29433.map       [.] src_0x5f5b4
     0.00%  translator  perf-29433.map       [.] src_0x1aa620
     0.00%  translator  perf-29433.map       [.] src_0x28f940
     0.00%  translator  perf-29433.map       [.] src_0x64b40
     0.00%  translator  perf-29433.map       [.] src_0x62978
     0.00%  translator  perf-29433.map       [.] src_0x1aa5e0
     0.00%  translator  perf-29433.map       [.] src_0xf6bd0
     0.00%  translator  perf-29433.map       [.] src_0x2d8fc
     0.00%  translator  perf-29433.map       [.] src_0x26c38
     0.00%  translator  perf-29433.map       [.] src_0x5f6d8
     0.00%  translator  perf-29433.map       [.] src_0x5f9ac
     0.00%  translator  perf-29433.map       [.] src_0x137ccc
     0.00%  translator  perf-29433.map       [.] src_0xbacc4
     0.00%  translator  perf-29433.map       [.] src_0x5f57c
     0.00%  translator  perf-29433.map       [.] src_0x1a14b8
     0.00%  translator  perf-29433.map       [.] src_0x5f6a0
     0.00%  translator  perf-29433.map       [.] src_0x262e4c
     0.00%  translator  perf-29433.map       [.] src_0x262e50
     0.00%  translator  perf-29433.map       [.] src_0x17a168
     0.00%  translator  perf-29433.map       [.] src_0xe3870
     0.00%  translator  perf-29433.map       [.] src_0x9a008
     0.00%  translator  perf-29433.map       [.] src_0x13d498
     0.00%  translator  perf-29433.map       [.] src_0x103a0c
     0.00%  translator  perf-29433.map       [.] src_0x109910
     0.00%  translator  perf-29433.map       [.] src_0x109fc8
     0.00%  translator  perf-29433.map       [.] src_0xe3924
     0.00%  translator  perf-29433.map       [.] src_0x109d6c
     0.00%  translator  perf-29433.map       [.] src_0x10a3e0
     0.00%  translator  perf-29433.map       [.] src_0x67c5c
     0.00%  translator  perf-29433.map       [.] src_0x10eb88
     0.00%  translator  perf-29433.map       [.] src_0x10c64c
     0.00%  translator  perf-29433.map       [.] src_0xada58
     0.00%  translator  perf-29433.map       [.] src_0x217a40
     0.00%  translator  perf-29433.map       [.] src_0x4f364
     0.00%  translator  perf-29433.map       [.] src_0x13da8c
     0.00%  translator  perf-29433.map       [.] src_0x5f72c
     0.00%  translator  perf-29433.map       [.] src_0x8d194
     0.00%  translator  perf-29433.map       [.] src_0x10df00
     0.00%  translator  perf-29433.map       [.] src_0x10ec68
     0.00%  translator  perf-29433.map       [.] src_0x1360c8
     0.00%  translator  perf-29433.map       [.] src_0x109920
     0.00%  translator  perf-29433.map       [.] src_0x4d6f4
     0.00%  translator  perf-29433.map       [.] src_0x21454
     0.00%  translator  perf-29433.map       [.] src_0x10e120
     0.00%  translator  perf-29433.map       [.] src_0x108524
     0.00%  translator  perf-29433.map       [.] src_0x67cc8
     0.00%  translator  perf-29433.map       [.] src_0x22d70
     0.00%  translator  perf-29433.map       [.] src_0x10308c
     0.00%  translator  perf-29433.map       [.] src_0x115214
     0.00%  translator  perf-29433.map       [.] src_0x65480
     0.00%  translator  perf-29433.map       [.] src_0x1a17b4
     0.00%  translator  perf-29433.map       [.] src_0x107c50
     0.00%  translator  perf-29433.map       [.] src_0x10c648
     0.00%  translator  perf-29433.map       [.] src_0x10390c
     0.00%  translator  perf-29433.map       [.] src_0x9a034
     0.00%  translator  perf-29433.map       [.] src_0x2181c
     0.00%  translator  perf-29433.map       [.] src_0x1aa060
     0.00%  translator  perf-29433.map       [.] src_0x19c710
     0.00%  translator  perf-29433.map       [.] src_0x10eef4
     0.00%  translator  perf-29433.map       [.] src_0x628e0
     0.00%  translator  perf-29433.map       [.] src_0x10c65c
     0.00%  translator  perf-29433.map       [.] src_0xafc78
     0.00%  translator  perf-29433.map       [.] src_0xe90ec
     0.00%  translator  perf-29433.map       [.] src_0x22d94
     0.00%  translator  perf-29433.map       [.] src_0x1a1458
     0.00%  translator  perf-29433.map       [.] src_0x2dbcc
     0.00%  translator  perf-29433.map       [.] src_0x67d04
     0.00%  translator  perf-29433.map       [.] src_0x10c6a0
     0.00%  translator  perf-29433.map       [.] src_0x643d8
     0.00%  translator  perf-29433.map       [.] src_0x13e7c8
     0.00%  translator  perf-29433.map       [.] src_0xafc6c
     0.00%  translator  perf-29433.map       [.] src_0x64408
     0.00%  translator  perf-29433.map       [.] src_0x1362fc
     0.00%  translator  perf-29433.map       [.] src_0x62904
     0.00%  translator  perf-29433.map       [.] src_0xe931c
     0.00%  translator  perf-29433.map       [.] src_0xafe0c
     0.00%  translator  perf-29433.map       [.] src_0x13da9c
     0.00%  translator  perf-29433.map       [.] src_0xf2060
     0.00%  translator  perf-29433.map       [.] src_0x2a5464
     0.00%  translator  perf-29433.map       [.] src_0x4f35c
     0.00%  translator  perf-29433.map       [.] src_0x2dbec
     0.00%  translator  perf-29433.map       [.] src_0x10e3e0
     0.00%  translator  perf-29433.map       [.] src_0xf2048
     0.00%  translator  perf-29433.map       [.] src_0x923f8
     0.00%  translator  perf-29433.map       [.] src_0x10c5d0
     0.00%  translator  perf-29433.map       [.] src_0xe4d74
     0.00%  translator  [kernel.kallsyms]    [k] balance_dirty_pages_ratelimited
     0.00%  translator  [kernel.kallsyms]    [k] __ext4_journal_stop
     0.00%  translator  [kernel.kallsyms]    [k] __perf_addr_filters_adjust
     0.00%  translator  [kernel.kallsyms]    [k] file_update_time
     0.00%  translator  [kernel.kallsyms]    [k] rcu_all_qs
     0.00%  translator  [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%  translator  translator           [.] enc_opc
     0.00%  translator  [kernel.kallsyms]    [k] ext4_block_write_begin
     0.00%  translator  [kernel.kallsyms]    [k] prefetch_freepointer
     0.00%  translator  perf-29433.map       [.] src_0x118c14
     0.00%  translator  perf-29433.map       [.] src_0x118c70
     0.00%  translator  perf-29433.map       [.] src_0x62734
     0.00%  translator  perf-29433.map       [.] src_0x284530
     0.00%  translator  perf-29433.map       [.] src_0x2d694
     0.00%  translator  perf-29433.map       [.] src_0x2846ac
     0.00%  translator  perf-29433.map       [.] src_0x2c1e80
     0.00%  translator  perf-29433.map       [.] src_0x2c2e50
     0.00%  translator  perf-29433.map       [.] src_0x262f6c
     0.00%  translator  perf-29433.map       [.] src_0x2c1ab0
     0.00%  translator  perf-29433.map       [.] src_0x2e1f0
     0.00%  translator  [kernel.kallsyms]    [k] flat_send_IPI_mask
     0.00%  translator  perf-29433.map       [.] src_0x2c2ef8
     0.00%  translator  perf-29433.map       [.] src_0x2845c8
     0.00%  translator  perf-29433.map       [.] src_0x284804
     0.00%  translator  perf-29433.map       [.] src_0x182160
     0.00%  translator  perf-29433.map       [.] src_0xee270
     0.00%  translator  perf-29433.map       [.] src_0x2c24d8
     0.00%  translator  perf-29433.map       [.] src_0x2c1e50
     0.00%  translator  perf-29433.map       [.] src_0x262b94
     0.00%  translator  perf-29433.map       [.] src_0x64a00
     0.00%  translator  perf-29433.map       [.] src_0x2c27cc
     0.00%  translator  perf-29433.map       [.] src_0x2c32bc
     0.00%  translator  perf-29433.map       [.] src_0x2c1e38
     0.00%  translator  perf-29433.map       [.] src_0x2a58e0
     0.00%  translator  perf-29433.map       [.] src_0xc0d84
     0.00%  translator  perf-29433.map       [.] src_0x5f7a0
     0.00%  translator  [kernel.kallsyms]    [k] rb_next
     0.00%  translator  [kernel.kallsyms]    [k] wake_up_nohz_cpu
     0.00%  translator  perf-29433.map       [.] src_0x10341c
     0.00%  translator  perf-29433.map       [.] src_0x4d788
     0.00%  translator  perf-29433.map       [.] src_0x18b254
     0.00%  translator  [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  translator  perf-29433.map       [.] src_0x25818
     0.00%  translator  perf-29433.map       [.] src_0x2d94c
     0.00%  translator  [ip_vs]              [k] ip_vs_out
     0.00%  translator  [kernel.kallsyms]    [k] notifier_call_chain
     0.00%  translator  [kernel.kallsyms]    [k] add_interrupt_randomness
     0.00%  translator  [kernel.kallsyms]    [k] rb_insert_color_cached
     0.00%  translator  [kernel.kallsyms]    [k] clear_buddies
     0.00%  translator  [kernel.kallsyms]    [k] set_next_entity
     0.00%  translator  perf-29433.map       [.] src_0x29b00
     0.00%  translator  [kernel.kallsyms]    [k] update_rq_clock
     0.00%  translator  perf-29433.map       [.] src_0x95984
     0.00%  translator  perf-29433.map       [.] src_0x263878
     0.00%  translator  perf-29433.map       [.] src_0xf6d80
     0.00%  translator  [smartpqi]           [k] pqi_heartbeat_timer_handler
     0.00%  translator  perf-29433.map       [.] src_0x2638ac
     0.00%  translator  perf-29433.map       [.] src_0x19c80c
     0.00%  translator  perf-29433.map       [.] src_0x29c9ec
     0.00%  translator  perf-29433.map       [.] src_0xf537c
     0.00%  translator  perf-29433.map       [.] src_0x2741c
     0.00%  translator  perf-29433.map       [.] src_0x19ed7c
     0.00%  translator  perf-29433.map       [.] src_0x2c13f0
     0.00%  translator  perf-29433.map       [.] src_0xfb224
     0.00%  translator  perf-29433.map       [.] src_0x18afb0
     0.00%  translator  perf-29433.map       [.] src_0x2a0730
     0.00%  translator  perf-29433.map       [.] src_0x29b3ec
     0.00%  translator  perf-29433.map       [.] src_0x19c8a8
     0.00%  translator  perf-29433.map       [.] src_0x18b240
     0.00%  translator  perf-29433.map       [.] src_0x27388
     0.00%  translator  perf-29433.map       [.] src_0x19f394
     0.00%  translator  perf-29433.map       [.] src_0x18bec0
     0.00%  translator  perf-29433.map       [.] src_0x1aa810
     0.00%  translator  perf-29433.map       [.] src_0x1086a0
     0.00%  translator  perf-29433.map       [.] src_0x18b4a0
     0.00%  translator  perf-29433.map       [.] src_0x1aa31c
     0.00%  translator  perf-29433.map       [.] src_0x17ed28
     0.00%  translator  perf-29433.map       [.] src_0x18af6c
     0.00%  translator  perf-29433.map       [.] src_0x19eecc
     0.00%  translator  perf-29433.map       [.] src_0x19f358
     0.00%  translator  perf-29433.map       [.] src_0x12f704
     0.00%  translator  perf-29433.map       [.] src_0x28eeb0
     0.00%  translator  perf-29433.map       [.] src_0x1085a0
     0.00%  translator  perf-29433.map       [.] src_0x197ea4
     0.00%  translator  perf-29433.map       [.] src_0x4d680
     0.00%  translator  perf-29433.map       [.] src_0x18a028
     0.00%  translator  perf-29433.map       [.] src_0x13ce30
     0.00%  translator  perf-29433.map       [.] src_0x18d434
     0.00%  translator  perf-29433.map       [.] src_0x19c850
     0.00%  translator  perf-29433.map       [.] src_0x262894
     0.00%  translator  perf-29433.map       [.] src_0x19c6ac
     0.00%  translator  perf-29433.map       [.] src_0x3647c
     0.00%  translator  perf-29433.map       [.] src_0x181fb0
     0.00%  translator  perf-29433.map       [.] src_0x28f310
     0.00%  translator  perf-29433.map       [.] src_0x1aa47c
     0.00%  translator  perf-29433.map       [.] src_0x19ef04
     0.00%  translator  perf-29433.map       [.] src_0x1a15fc
     0.00%  translator  perf-29433.map       [.] src_0x18af78
     0.00%  translator  perf-29433.map       [.] src_0x19e6e8
     0.00%  translator  perf-29433.map       [.] src_0x19c82c
     0.00%  translator  perf-29433.map       [.] src_0x19cb44
     0.00%  translator  perf-29433.map       [.] src_0x185c20
     0.00%  translator  perf-29433.map       [.] src_0x181fec
     0.00%  translator  perf-29433.map       [.] src_0x95c3c
     0.00%  translator  perf-29433.map       [.] src_0x28f950
     0.00%  translator  perf-29433.map       [.] src_0x19c938
     0.00%  translator  perf-29433.map       [.] src_0x270f8
     0.00%  translator  perf-29433.map       [.] src_0x18af58
     0.00%  translator  perf-29433.map       [.] src_0x2c1410
     0.00%  translator  perf-29433.map       [.] src_0x18be8c
     0.00%  translator  perf-29433.map       [.] src_0x19c96c
     0.00%  translator  perf-29433.map       [.] src_0x2c1388
     0.00%  translator  perf-29433.map       [.] src_0x262fd0
     0.00%  translator  perf-29433.map       [.] src_0x184704
     0.00%  translator  perf-29433.map       [.] src_0x263aa8
     0.00%  translator  perf-29433.map       [.] src_0x102a68
     0.00%  translator  perf-29433.map       [.] src_0x1151c0
     0.00%  translator  perf-29433.map       [.] src_0x194774
     0.00%  translator  perf-29433.map       [.] src_0x18af44
     0.00%  translator  perf-29433.map       [.] src_0x1911ec
     0.00%  translator  perf-29433.map       [.] src_0x19c678
     0.00%  translator  perf-29433.map       [.] src_0xf6bb0
     0.00%  translator  perf-29433.map       [.] src_0x1aa680
     0.00%  translator  perf-29433.map       [.] src_0x262fcc
     0.00%  translator  perf-29433.map       [.] src_0x2179c8
     0.00%  translator  perf-29433.map       [.] src_0x95990
     0.00%  translator  perf-29433.map       [.] src_0x194250
     0.00%  translator  [kernel.kallsyms]    [k] pagevec_lru_move_fn
     0.00%  translator  perf-29433.map       [.] src_0x18b92c
     0.00%  translator  perf-29433.map       [.] src_0x1aa740
     0.00%  translator  perf-29433.map       [.] src_0x2d890
     0.00%  translator  perf-29433.map       [.] src_0x28f844
     0.00%  translator  perf-29433.map       [.] src_0x25a54
     0.00%  translator  perf-29433.map       [.] src_0xf6bc0
     0.00%  translator  perf-29433.map       [.] src_0x198d84
     0.00%  translator  perf-29433.map       [.] src_0x1aa2b4
     0.00%  translator  perf-29433.map       [.] src_0xf534c
     0.00%  translator  perf-29433.map       [.] src_0x5f9f8
     0.00%  translator  perf-29433.map       [.] src_0x28684
     0.00%  translator  perf-29433.map       [.] src_0xf6b64
     0.00%  translator  perf-29433.map       [.] src_0x1988d0
     0.00%  translator  perf-29433.map       [.] src_0xe71bc
     0.00%  translator  perf-29433.map       [.] src_0x21f0c
     0.00%  translator  perf-29433.map       [.] src_0x1aa7f4
     0.00%  translator  perf-29433.map       [.] src_0x19edd8
     0.00%  translator  perf-29433.map       [.] src_0x67c14
     0.00%  translator  perf-29433.map       [.] src_0x4f1ec
     0.00%  translator  perf-29433.map       [.] src_0x21800
     0.00%  translator  perf-29433.map       [.] src_0x2a40ec
     0.00%  translator  perf-29433.map       [.] src_0xe375c
     0.00%  translator  perf-29433.map       [.] src_0x10a100
     0.00%  translator  perf-29433.map       [.] src_0x641ac
     0.00%  translator  perf-29433.map       [.] src_0x2a5470
     0.00%  translator  perf-29433.map       [.] src_0x22d10
     0.00%  translator  perf-29433.map       [.] src_0x13dbd0
     0.00%  translator  perf-29433.map       [.] src_0xb2b5c
     0.00%  translator  perf-29433.map       [.] src_0x230b4
     0.00%  translator  perf-29433.map       [.] src_0x9a188
     0.00%  translator  perf-29433.map       [.] src_0x13da80
     0.00%  translator  perf-29433.map       [.] src_0x4f710
     0.00%  translator  perf-29433.map       [.] src_0x10c640
     0.00%  translator  perf-29433.map       [.] src_0xe3854
     0.00%  translator  perf-29433.map       [.] src_0xd5454
     0.00%  translator  perf-29433.map       [.] src_0xe37c4
     0.00%  translator  perf-29433.map       [.] src_0xe42ac
     0.00%  translator  perf-29433.map       [.] src_0x22f74
     0.00%  translator  perf-29433.map       [.] src_0x17d224
     0.00%  translator  perf-29433.map       [.] src_0x109f60
     0.00%  translator  perf-29433.map       [.] src_0x22c60
     0.00%  translator  perf-29433.map       [.] src_0x10a1fc
     0.00%  translator  perf-29433.map       [.] src_0x2189b8
     0.00%  translator  perf-29433.map       [.] src_0xe5e8c
     0.00%  translator  perf-29433.map       [.] src_0xe37e8
     0.00%  translator  perf-29433.map       [.] src_0xe930c
     0.00%  translator  perf-29433.map       [.] src_0x67fc0
     0.00%  translator  perf-29433.map       [.] src_0x10ad80
     0.00%  translator  perf-29433.map       [.] src_0xafd08
     0.00%  translator  perf-29433.map       [.] src_0x13ddec
     0.00%  translator  perf-29433.map       [.] src_0xe5cdc
     0.00%  translator  perf-29433.map       [.] src_0x10e070
     0.00%  translator  perf-29433.map       [.] src_0x13dc18
     0.00%  translator  perf-29433.map       [.] src_0x10a010
     0.00%  translator  perf-29433.map       [.] src_0x10a1a0
     0.00%  translator  perf-29433.map       [.] src_0x103070
     0.00%  translator  perf-29433.map       [.] src_0x10a0a0
     0.00%  translator  perf-29433.map       [.] src_0x22b7c
     0.00%  translator  perf-29433.map       [.] src_0x103b70
     0.00%  translator  perf-29433.map       [.] src_0x4f5e0
     0.00%  translator  perf-29433.map       [.] src_0x217a30
     0.00%  translator  perf-29433.map       [.] src_0x13d500
     0.00%  translator  perf-29433.map       [.] src_0xe7358
     0.00%  translator  perf-29433.map       [.] src_0x65388
     0.00%  translator  perf-29433.map       [.] src_0xb2bc8
     0.00%  translator  perf-29433.map       [.] src_0xf1f78
     0.00%  translator  perf-29433.map       [.] src_0x13629c
     0.00%  translator  perf-29433.map       [.] src_0x13da34
     0.00%  translator  perf-29433.map       [.] src_0x8cad0
     0.00%  translator  perf-29433.map       [.] src_0x1030e4
     0.00%  translator  perf-29433.map       [.] src_0x103b7c
     0.00%  translator  perf-29433.map       [.] src_0x10e840
     0.00%  translator  perf-29433.map       [.] src_0x9a0c4
     0.00%  translator  perf-29433.map       [.] src_0xe4088
     0.00%  translator  perf-29433.map       [.] src_0xafe34
     0.00%  translator  perf-29433.map       [.] src_0x2dc0c
     0.00%  translator  perf-29433.map       [.] src_0x21c18
     0.00%  translator  perf-29433.map       [.] src_0x218a6c
     0.00%  translator  perf-29433.map       [.] src_0xafd04
     0.00%  translator  perf-29433.map       [.] src_0x19af04
     0.00%  translator  perf-29433.map       [.] src_0x9a00c
     0.00%  translator  perf-29433.map       [.] src_0xe89f8
     0.00%  translator  perf-29433.map       [.] src_0xe42ec
     0.00%  translator  perf-29433.map       [.] src_0xe466c
     0.00%  translator  perf-29433.map       [.] src_0x137130
     0.00%  translator  perf-29433.map       [.] src_0x2a0494
     0.00%  translator  perf-29433.map       [.] src_0xafccc
     0.00%  translator  perf-29433.map       [.] src_0x48abc
     0.00%  translator  perf-29433.map       [.] src_0xf0bb4
     0.00%  translator  perf-29433.map       [.] src_0x65570
     0.00%  translator  perf-29433.map       [.] src_0x10a114
     0.00%  translator  perf-29433.map       [.] src_0x10a0b0
     0.00%  translator  perf-29433.map       [.] src_0xe8754
     0.00%  translator  perf-29433.map       [.] src_0x10c644
     0.00%  translator  perf-29433.map       [.] src_0x9a1a0
     0.00%  translator  perf-29433.map       [.] src_0x10a2fc
     0.00%  translator  perf-29433.map       [.] src_0x22bc8
     0.00%  translator  perf-29433.map       [.] src_0x60404
     0.00%  translator  perf-29433.map       [.] src_0x9a02c
     0.00%  translator  perf-29433.map       [.] src_0x13daa4
     0.00%  translator  perf-29433.map       [.] src_0xafdf4
     0.00%  translator  perf-29433.map       [.] src_0x10e3d0
     0.00%  translator  perf-29433.map       [.] src_0x48b70
     0.00%  translator  perf-29433.map       [.] src_0x4f62c
     0.00%  translator  perf-29433.map       [.] src_0x1030c8
     0.00%  translator  perf-29433.map       [.] src_0x2a4fd4
     0.00%  translator  perf-29433.map       [.] src_0xe4cb8
     0.00%  translator  perf-29433.map       [.] src_0xe3db0
     0.00%  translator  perf-29433.map       [.] src_0x10c6e0
     0.00%  translator  perf-29433.map       [.] src_0x10e860
     0.00%  translator  perf-29433.map       [.] src_0xf20ac
     0.00%  translator  perf-29433.map       [.] src_0x17ec88
     0.00%  translator  perf-29433.map       [.] src_0xe7640
     0.00%  translator  perf-29433.map       [.] src_0xe5cfc
     0.00%  translator  perf-29433.map       [.] src_0x1371c4
     0.00%  translator  perf-29433.map       [.] src_0x2a53d8
     0.00%  translator  perf-29433.map       [.] src_0xe7234
     0.00%  translator  perf-29433.map       [.] src_0x10a03c
     0.00%  translator  perf-29433.map       [.] src_0xe37d8
     0.00%  translator  perf-29433.map       [.] src_0x29db80
     0.00%  translator  perf-29433.map       [.] src_0xe89d0
     0.00%  translator  perf-29433.map       [.] src_0x10e418
     0.00%  translator  perf-29433.map       [.] src_0x103774
     0.00%  translator  perf-29433.map       [.] src_0xe37d4
     0.00%  translator  perf-29433.map       [.] src_0x633a4
     0.00%  translator  perf-29433.map       [.] src_0x103a70
     0.00%  translator  perf-29433.map       [.] src_0x29db78
     0.00%  translator  perf-29433.map       [.] src_0x10df98
     0.00%  translator  perf-29433.map       [.] src_0x103bdc
     0.00%  translator  perf-29433.map       [.] src_0x653a4
     0.00%  translator  perf-29433.map       [.] src_0x2845c0
     0.00%  translator  perf-29433.map       [.] src_0x6293c
     0.00%  translator  perf-29433.map       [.] src_0x64a24
     0.00%  translator  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.00%  translator  [kernel.kallsyms]    [k] __find_get_block
     0.00%  translator  [kernel.kallsyms]    [k] find_vma
     0.00%  translator  [kernel.kallsyms]    [k] memset_erms
     0.00%  translator  translator           [.] reg_to_string
     0.00%  translator  [kernel.kallsyms]    [k] intel_tfa_pmu_enable_all
     0.00%  translator  translator           [.] strchr
     0.00%  translator  [kernel.kallsyms]    [k] new_sync_write
     0.00%  translator  [kernel.kallsyms]    [k] __mark_inode_dirty
     0.00%  translator  perf-29433.map       [.] src_0x267440
     0.00%  translator  [kernel.kallsyms]    [k] jbd2_journal_dirty_metadata
     0.00%  translator  [kernel.kallsyms]    [k] __sb_start_write
     0.00%  translator  [kernel.kallsyms]    [k] pagecache_get_page
     0.00%  translator  [kernel.kallsyms]    [k] iov_iter_copy_from_user_atomic
     0.00%  translator  [kernel.kallsyms]    [k] __wake_up_common
     0.00%  translator  [kernel.kallsyms]    [k] __brelse
     0.00%  translator  translator           [.] optimize_instr
     0.00%  translator  perf-29433.map       [.] src_0x103280
     0.00%  translator  perf-29433.map       [.] src_0x2c2894
     0.00%  translator  perf-29433.map       [.] src_0x10382c
     0.00%  translator  perf-29433.map       [.] src_0x13e7d0
     0.00%  translator  perf-29433.map       [.] src_0x2c2898
     0.00%  translator  perf-29433.map       [.] src_0x1031d0
     0.00%  translator  perf-29433.map       [.] src_0x2c30f8
     0.00%  translator  perf-29433.map       [.] src_0x2dde80
     0.00%  translator  perf-29433.map       [.] src_0x2844f8
     0.00%  translator  perf-29433.map       [.] src_0x2c30c4
     0.00%  translator  perf-29433.map       [.] src_0x2c3564
     0.00%  translator  perf-29433.map       [.] src_0x64d84
     0.00%  translator  perf-29433.map       [.] src_0x2c33b4
     0.00%  translator  perf-29433.map       [.] src_0x13d4b0
     0.00%  translator  perf-29433.map       [.] src_0x108198
     0.00%  translator  perf-29433.map       [.] src_0x6273c
