# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17436254619585
#
# Overhead  Command     Shared Object      Symbol                                        
# ........  ..........  .................  ..............................................
#
     0.02%  translator  perf-32261.map     [.] src_0x213f8
     0.02%  translator  perf-32261.map     [.] src_0x1cb04
     0.02%  translator  perf-32261.map     [.] src_0x15ed8
     0.02%  translator  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.02%  translator  perf-32261.map     [.] src_0x1ec38
     0.02%  translator  perf-32261.map     [.] src_0x21658
     0.02%  translator  perf-32261.map     [.] src_0x1d1b0
     0.02%  translator  perf-32261.map     [.] src_0x10db8
     0.02%  translator  perf-32261.map     [.] src_0x15f80
     0.02%  translator  perf-32261.map     [.] src_0x164f0
     0.02%  translator  perf-32261.map     [.] src_0x176b4
     0.02%  translator  perf-32261.map     [.] src_0x1eba8
     0.02%  translator  perf-32261.map     [.] src_0x16cf8
     0.02%  translator  perf-32261.map     [.] src_0x1d9b0
     0.02%  translator  perf-32261.map     [.] src_0x15b08
     0.02%  translator  perf-32261.map     [.] src_0x1642c
     0.02%  translator  perf-32261.map     [.] src_0x158c0
     0.02%  translator  perf-32261.map     [.] src_0x15b10
     0.02%  translator  perf-32261.map     [.] src_0x1be20
     0.02%  translator  perf-32261.map     [.] src_0x1e784
     0.02%  translator  perf-32261.map     [.] src_0x177b0
     0.02%  translator  perf-32261.map     [.] src_0x1cafc
     0.02%  translator  perf-32261.map     [.] src_0x16eac
     0.02%  translator  perf-32261.map     [.] src_0x15ce4
     0.02%  translator  perf-32261.map     [.] src_0x1db14
     0.02%  translator  perf-32261.map     [.] src_0x19e88
     0.02%  translator  perf-32261.map     [.] src_0x1e31c
     0.02%  translator  perf-32261.map     [.] src_0x10af4
     0.02%  translator  perf-32261.map     [.] src_0x16c8c
     0.02%  translator  perf-32261.map     [.] src_0x1db38
     0.02%  translator  perf-32261.map     [.] src_0x1598c
     0.02%  translator  perf-32261.map     [.] src_0x1e64c
     0.02%  translator  perf-32261.map     [.] src_0x164c8
     0.02%  translator  perf-32261.map     [.] src_0x16fb8
     0.02%  translator  perf-32261.map     [.] src_0x1cd4c
     0.02%  translator  perf-32261.map     [.] src_0x198b8
     0.02%  translator  perf-32261.map     [.] src_0x1d8f4
     0.02%  translator  perf-32261.map     [.] src_0x16dc8
     0.02%  translator  perf-32261.map     [.] src_0x15abc
     0.02%  translator  perf-32261.map     [.] src_0x1ef90
     0.02%  translator  perf-32261.map     [.] src_0x16aac
     0.02%  translator  perf-32261.map     [.] src_0x15ebc
     0.02%  translator  perf-32261.map     [.] src_0x1e8c8
     0.02%  translator  perf-32261.map     [.] src_0x1e6ec
     0.02%  translator  perf-32261.map     [.] src_0x1e588
     0.02%  translator  perf-32261.map     [.] src_0x19c7c
     0.02%  translator  perf-32261.map     [.] src_0x1e7cc
     0.02%  translator  perf-32261.map     [.] src_0x16010
     0.02%  translator  perf-32261.map     [.] src_0x10ad0
     0.02%  translator  perf-32261.map     [.] src_0x19160
     0.02%  translator  perf-32261.map     [.] src_0x10e18
     0.02%  translator  perf-32261.map     [.] src_0x1e584
     0.02%  translator  perf-32261.map     [.] src_0x19ae8
     0.02%  translator  perf-32261.map     [.] src_0x1db84
     0.02%  translator  perf-32261.map     [.] src_0x10dd4
     0.02%  translator  translator         [.] chain
     0.02%  translator  perf-32261.map     [.] src_0x1dfd4
     0.02%  translator  perf-32261.map     [.] src_0x16d68
     0.01%  translator  perf-32261.map     [.] src_0x15ec8
     0.01%  translator  perf-32261.map     [.] src_0x1d4e8
     0.01%  translator  perf-32261.map     [.] src_0x158bc
     0.01%  translator  perf-32261.map     [.] src_0x1a064
     0.01%  translator  perf-32261.map     [.] src_0x1db6c
     0.01%  translator  perf-32261.map     [.] src_0x1db1c
     0.01%  translator  perf-32261.map     [.] src_0x1dae8
     0.01%  translator  perf-32261.map     [.] src_0x19d9c
     0.01%  translator  perf-32261.map     [.] src_0x15d40
     0.01%  translator  perf-32261.map     [.] src_0x1bc74
     0.01%  translator  perf-32261.map     [.] src_0x10b30
     0.01%  translator  perf-32261.map     [.] src_0x10aa0
     0.01%  translator  perf-32261.map     [.] src_0x1e2c4
     0.01%  translator  perf-32261.map     [.] src_0x177bc
     0.01%  translator  [kernel.kallsyms]  [k] irq_exit
     0.01%  translator  perf-32261.map     [.] src_0x15fa4
     0.01%  translator  perf-32261.map     [.] src_0x19ab8
     0.01%  translator  perf-32261.map     [.] src_0x1cb84
     0.01%  translator  perf-32261.map     [.] src_0x1684c
     0.01%  translator  perf-32261.map     [.] src_0x10a8c
     0.01%  translator  perf-32261.map     [.] src_0x216dc
     0.01%  translator  perf-32261.map     [.] src_0x16a58
     0.01%  translator  perf-32261.map     [.] src_0x1c854
     0.01%  translator  perf-32261.map     [.] src_0x1e628
     0.01%  translator  perf-32261.map     [.] src_0x19b8c
     0.01%  translator  perf-32261.map     [.] src_0x19c08
     0.01%  translator  perf-32261.map     [.] src_0x1546c
     0.01%  translator  perf-32261.map     [.] src_0x16898
     0.01%  translator  perf-32261.map     [.] src_0x15f7c
     0.01%  translator  perf-32261.map     [.] src_0x10a7c
     0.01%  translator  perf-32261.map     [.] src_0x1e5b0
     0.01%  translator  perf-32261.map     [.] src_0x1e614
     0.01%  translator  perf-32261.map     [.] src_0x1686c
     0.01%  translator  perf-32261.map     [.] src_0x19d80
     0.01%  translator  perf-32261.map     [.] src_0x1ec84
     0.01%  translator  perf-32261.map     [.] src_0x21218
     0.01%  translator  perf-32261.map     [.] src_0x188e0
     0.01%  translator  perf-32261.map     [.] src_0x1e72c
     0.01%  translator  perf-32261.map     [.] src_0x10de8
     0.01%  translator  perf-32261.map     [.] src_0x1c8e4
     0.01%  translator  perf-32261.map     [.] src_0x1963c
     0.01%  translator  perf-32261.map     [.] src_0x1e2a0
     0.01%  translator  perf-32261.map     [.] src_0x19208
     0.01%  translator  perf-32261.map     [.] src_0x1709c
     0.01%  translator  perf-32261.map     [.] src_0x1ea28
     0.01%  translator  perf-32261.map     [.] src_0x1c5f8
     0.01%  translator  perf-32261.map     [.] src_0x17180
     0.01%  translator  perf-32261.map     [.] src_0x1d4f8
     0.01%  translator  translator         [.] get_gp_reg_file
     0.01%  translator  perf-32261.map     [.] src_0x10aec
     0.01%  translator  perf-32261.map     [.] src_0x199d8
     0.01%  translator  perf-32261.map     [.] src_0x18f50
     0.01%  translator  perf-32261.map     [.] src_0x16d38
     0.01%  translator  perf-32261.map     [.] src_0x1dd24
     0.01%  translator  perf-32261.map     [.] src_0x16abc
     0.01%  translator  perf-32261.map     [.] src_0x1685c
     0.01%  translator  perf-32261.map     [.] src_0x16f08
     0.01%  translator  perf-32261.map     [.] src_0x177a4
     0.01%  translator  perf-32261.map     [.] src_0x19648
     0.01%  translator  perf-32261.map     [.] src_0x15474
     0.01%  translator  perf-32261.map     [.] src_0x16cf0
     0.01%  translator  perf-32261.map     [.] src_0x1e778
     0.01%  translator  perf-32261.map     [.] src_0x1964c
     0.01%  translator  perf-32261.map     [.] src_0x10960
     0.01%  translator  [kernel.kallsyms]  [k] ret_from_intr
     0.01%  translator  perf-32261.map     [.] src_0x16c5c
     0.01%  translator  perf-32261.map     [.] src_0x179c8
     0.01%  translator  perf-32261.map     [.] src_0x1e65c
     0.01%  translator  perf-32261.map     [.] src_0x10dcc
     0.01%  translator  perf-32261.map     [.] src_0x216a8
     0.01%  translator  perf-32261.map     [.] src_0x171e4
     0.01%  translator  [kernel.kallsyms]  [k] rcu_bh_qs
     0.01%  translator  perf-32261.map     [.] src_0x1e714
     0.01%  translator  perf-32261.map     [.] src_0x10dc4
     0.01%  translator  perf-32261.map     [.] src_0x1711c
     0.01%  translator  perf-32261.map     [.] src_0x16424
     0.01%  translator  perf-32261.map     [.] src_0x18f70
     0.01%  translator  perf-32261.map     [.] src_0x153ec
     0.01%  translator  perf-32261.map     [.] src_0x1d9b4
     0.01%  translator  perf-32261.map     [.] src_0x16dac
     0.01%  translator  perf-32261.map     [.] src_0x18f5c
     0.01%  translator  perf-32261.map     [.] src_0x16ec4
     0.01%  translator  perf-32261.map     [.] src_0x1d48c
     0.01%  translator  perf-32261.map     [.] src_0x10d90
     0.01%  translator  perf-32261.map     [.] src_0x1e28c
     0.01%  translator  perf-32261.map     [.] src_0x168fc
     0.01%  translator  perf-32261.map     [.] src_0x1671c
     0.01%  translator  perf-32261.map     [.] src_0x1d514
     0.01%  translator  perf-32261.map     [.] src_0x171a0
     0.01%  translator  perf-32261.map     [.] src_0x170b4
     0.01%  translator  perf-32261.map     [.] src_0x166ec
     0.01%  translator  perf-32261.map     [.] src_0x198c4
     0.01%  translator  perf-32261.map     [.] src_0x1e534
     0.01%  translator  perf-32261.map     [.] src_0x10d68
     0.01%  translator  perf-32261.map     [.] src_0x1f148
     0.01%  translator  perf-32261.map     [.] src_0x19ac0
     0.01%  translator  perf-32261.map     [.] src_0x16f00
     0.01%  translator  perf-32261.map     [.] src_0x166fc
     0.01%  translator  translator         [.] execute_in_guest_context
     0.01%  translator  perf-32261.map     [.] src_0x1da90
     0.01%  translator  perf-32261.map     [.] src_0x1e740
     0.01%  translator  perf-32261.map     [.] src_0x168c0
     0.01%  translator  perf-32261.map     [.] src_0x1d478
     0.01%  translator  perf-32261.map     [.] src_0x1905c
     0.01%  translator  perf-32261.map     [.] src_0x1e284
     0.01%  translator  perf-32261.map     [.] src_0x10a60
     0.01%  translator  perf-32261.map     [.] src_0x168d0
     0.01%  translator  perf-32261.map     [.] src_0x195bc
     0.01%  translator  perf-32261.map     [.] src_0x16dec
     0.01%  translator  perf-32261.map     [.] src_0x168e0
     0.01%  translator  perf-32261.map     [.] src_0x1cc28
     0.01%  translator  perf-32261.map     [.] src_0x153f4
     0.01%  translator  perf-32261.map     [.] src_0x15a94
     0.01%  translator  perf-32261.map     [.] src_0x10ac0
     0.01%  translator  perf-32261.map     [.] src_0x1ea1c
     0.01%  translator  perf-32261.map     [.] src_0x10e04
     0.01%  translator  perf-32261.map     [.] src_0x166cc
     0.01%  translator  perf-32261.map     [.] src_0x151d8
     0.01%  translator  perf-32261.map     [.] src_0x17150
     0.01%  translator  perf-32261.map     [.] src_0x16a3c
     0.01%  translator  perf-32261.map     [.] src_0x1be54
     0.01%  translator  perf-32261.map     [.] src_0x16ee0
     0.01%  translator  perf-32261.map     [.] src_0x1cb4c
     0.01%  translator  perf-32261.map     [.] src_0x16db8
     0.01%  translator  perf-32261.map     [.] src_0x1e2b4
     0.01%  translator  perf-32261.map     [.] src_0x10a84
     0.01%  translator  perf-32261.map     [.] src_0x17c40
     0.01%  translator  perf-32261.map     [.] src_0x1955c
     0.01%  translator  perf-32261.map     [.] src_0x1d4f0
     0.01%  translator  perf-32261.map     [.] src_0x19064
     0.01%  translator  perf-32261.map     [.] src_0x1d9c4
     0.01%  translator  perf-32261.map     [.] src_0x1d92c
     0.01%  translator  perf-32261.map     [.] src_0x15d48
     0.01%  translator  perf-32261.map     [.] src_0x10de0
     0.01%  translator  perf-32261.map     [.] src_0x1d4b4
     0.01%  translator  perf-32261.map     [.] src_0x18d00
     0.01%  translator  perf-32261.map     [.] src_0x1d484
     0.01%  translator  perf-32261.map     [.] src_0x16f10
     0.01%  translator  perf-32261.map     [.] src_0x1644c
     0.01%  translator  perf-32261.map     [.] src_0x166bc
     0.01%  translator  perf-32261.map     [.] src_0x1f1f0
     0.01%  translator  perf-32261.map     [.] src_0x17140
     0.01%  translator  perf-32261.map     [.] src_0x163c4
     0.01%  translator  perf-32261.map     [.] src_0x1cd1c
     0.01%  translator  perf-32261.map     [.] src_0x10a74
     0.01%  translator  perf-32261.map     [.] src_0x15444
     0.01%  translator  perf-32261.map     [.] src_0x1e768
     0.01%  translator  perf-32261.map     [.] src_0x19cac
     0.01%  translator  perf-32261.map     [.] src_0x1551c
     0.01%  translator  perf-32261.map     [.] src_0x1d4a0
     0.01%  translator  perf-32261.map     [.] src_0x19d34
     0.01%  translator  perf-32261.map     [.] src_0x1e654
     0.01%  translator  perf-32261.map     [.] src_0x16888
     0.01%  translator  perf-32261.map     [.] src_0x1f1dc
     0.01%  translator  perf-32261.map     [.] src_0x1d4d8
     0.01%  translator  perf-32261.map     [.] src_0x15440
     0.01%  translator  perf-32261.map     [.] src_0x154ec
     0.01%  translator  perf-32261.map     [.] src_0x19b5c
     0.01%  translator  perf-32261.map     [.] src_0x154f4
     0.01%  translator  perf-32261.map     [.] src_0x1d374
     0.01%  translator  perf-32261.map     [.] src_0x15ab4
     0.01%  translator  perf-32261.map     [.] src_0x1f090
     0.01%  translator  perf-32261.map     [.] src_0x1e004
     0.01%  translator  perf-32261.map     [.] src_0x1ec1c
     0.01%  translator  perf-32261.map     [.] src_0x10e20
     0.01%  translator  [kernel.kallsyms]  [k] trigger_load_balance
     0.01%  translator  perf-32261.map     [.] src_0x17160
     0.01%  translator  perf-32261.map     [.] src_0x1549c
     0.01%  translator  perf-32261.map     [.] src_0x1e6a0
     0.01%  translator  perf-32261.map     [.] src_0x1e674
     0.01%  translator  perf-32261.map     [.] src_0x1cc20
     0.01%  translator  perf-32261.map     [.] src_0x1e630
     0.01%  translator  perf-32261.map     [.] src_0x1ea7c
     0.01%  translator  perf-32261.map     [.] src_0x1d320
     0.01%  translator  perf-32261.map     [.] src_0x153c0
     0.01%  translator  perf-32261.map     [.] src_0x16414
     0.01%  translator  perf-32261.map     [.] src_0x1544c
     0.01%  translator  perf-32261.map     [.] src_0x1cc4c
     0.01%  translator  perf-32261.map     [.] src_0x163e0
     0.01%  translator  perf-32261.map     [.] src_0x1962c
     0.01%  translator  perf-32261.map     [.] src_0x15994
     0.01%  translator  perf-32261.map     [.] src_0x16ee8
     0.01%  translator  perf-32261.map     [.] src_0x1eac8
     0.01%  translator  perf-32261.map     [.] src_0x10d74
     0.01%  translator  perf-32261.map     [.] src_0x154e4
     0.01%  translator  perf-32261.map     [.] src_0x1ed30
     0.01%  translator  perf-32261.map     [.] src_0x1f20c
     0.01%  translator  perf-32261.map     [.] src_0x18f7c
     0.01%  translator  perf-32261.map     [.] src_0x1b148
     0.01%  translator  perf-32261.map     [.] src_0x1d504
     0.01%  translator  perf-32261.map     [.] src_0x1e0d0
     0.01%  translator  perf-32261.map     [.] src_0x1e19c
     0.01%  translator  perf-32261.map     [.] src_0x1e0c4
     0.01%  translator  perf-32261.map     [.] src_0x16bbc
     0.01%  translator  perf-32261.map     [.] src_0x1ec14
     0.01%  translator  perf-32261.map     [.] src_0x1b34c
     0.01%  translator  perf-32261.map     [.] src_0x15a2c
     0.01%  translator  [kernel.kallsyms]  [k] _raw_spin_lock
     0.01%  translator  perf-32261.map     [.] src_0x21460
     0.01%  translator  perf-32261.map     [.] src_0x1f0dc
     0.01%  translator  perf-32261.map     [.] src_0x16a50
     0.01%  translator  perf-32261.map     [.] src_0x16e34
     0.01%  translator  perf-32261.map     [.] src_0x10c48
     0.01%  translator  perf-32261.map     [.] src_0x16480
     0.01%  translator  perf-32261.map     [.] src_0x1528c
     0.01%  translator  perf-32261.map     [.] src_0x153cc
     0.01%  translator  perf-32261.map     [.] src_0x154a4
     0.01%  translator  perf-32261.map     [.] src_0x15424
     0.01%  translator  perf-32261.map     [.] src_0x1ea34
     0.01%  translator  perf-32261.map     [.] src_0x1ea64
     0.01%  translator  perf-32261.map     [.] src_0x10aa8
     0.01%  translator  perf-32261.map     [.] src_0x1d39c
     0.01%  translator  perf-32261.map     [.] src_0x1726c
     0.01%  translator  perf-32261.map     [.] src_0x1ab70
     0.01%  translator  perf-32261.map     [.] src_0x17450
     0.01%  translator  perf-32261.map     [.] src_0x1eabc
     0.01%  translator  perf-32261.map     [.] src_0x1a844
     0.01%  translator  perf-32261.map     [.] src_0x10d4c
     0.01%  translator  perf-32261.map     [.] src_0x1ab40
     0.01%  translator  perf-32261.map     [.] src_0x1d384
     0.01%  translator  perf-32261.map     [.] src_0x1aec4
     0.01%  translator  perf-32261.map     [.] src_0x1cc60
     0.01%  translator  perf-32261.map     [.] src_0x19220
     0.01%  translator  perf-32261.map     [.] src_0x1ef1c
     0.01%  translator  perf-32261.map     [.] src_0x1d780
     0.01%  translator  perf-32261.map     [.] src_0x1d1b4
     0.01%  translator  perf-32261.map     [.] src_0x1d46c
     0.01%  translator  perf-32261.map     [.] src_0x1541c
     0.01%  translator  perf-32261.map     [.] src_0x1cc98
     0.01%  translator  perf-32261.map     [.] src_0x1af30
     0.01%  translator  perf-32261.map     [.] src_0x10d7c
     0.01%  translator  perf-32261.map     [.] src_0x17104
     0.01%  translator  perf-32261.map     [.] src_0x16ea0
     0.01%  translator  perf-32261.map     [.] src_0x1cc58
     0.01%  translator  perf-32261.map     [.] src_0x1b31c
     0.01%  translator  perf-32261.map     [.] src_0x19d5c
     0.01%  translator  perf-32261.map     [.] src_0x1b1c4
     0.01%  translator  perf-32261.map     [.] src_0x1b1b4
     0.00%  translator  perf-32261.map     [.] src_0x159bc
     0.00%  translator  perf-32261.map     [.] src_0x1a9ac
     0.00%  translator  [kernel.kallsyms]  [k] read_tsc
     0.00%  translator  [kernel.kallsyms]  [k] lapic_next_deadline
     0.00%  translator  perf-32261.map     [.] src_0x1a83c
     0.00%  translator  perf-32261.map     [.] src_0x16e4c
     0.00%  translator  perf-32261.map     [.] src_0x170ac
     0.00%  translator  perf-32261.map     [.] src_0x1edb4
     0.00%  translator  perf-32261.map     [.] src_0x17114
     0.00%  translator  perf-32261.map     [.] src_0x1a9b4
     0.00%  translator  perf-32261.map     [.] src_0x1d4cc
     0.00%  translator  perf-32261.map     [.] src_0x10aac
     0.00%  translator  perf-32261.map     [.] src_0x18f80
     0.00%  translator  perf-32261.map     [.] src_0x1b1d0
     0.00%  translator  perf-32261.map     [.] src_0x15e1c
     0.00%  translator  perf-32261.map     [.] src_0x15284
     0.00%  translator  perf-32261.map     [.] src_0x1b37c
     0.00%  translator  perf-32261.map     [.] src_0x1545c
     0.00%  translator  perf-32261.map     [.] src_0x1a7f8
     0.00%  translator  perf-32261.map     [.] src_0x1aa48
     0.00%  translator  perf-32261.map     [.] src_0x153dc
     0.00%  translator  perf-32261.map     [.] src_0x1ea94
     0.00%  translator  perf-32261.map     [.] src_0x15e14
     0.00%  translator  perf-32261.map     [.] src_0x1b2ec
     0.00%  translator  perf-32261.map     [.] src_0x1e750
     0.00%  translator  perf-32261.map     [.] src_0x16a7c
     0.00%  translator  perf-32261.map     [.] src_0x18e48
     0.00%  translator  perf-32261.map     [.] src_0x1a240
     0.00%  translator  perf-32261.map     [.] src_0x1ac4c
     0.00%  translator  perf-32261.map     [.] src_0x1dea0
     0.00%  translator  perf-32261.map     [.] src_0x10a6c
     0.00%  translator  perf-32261.map     [.] src_0x189c4
     0.00%  translator  perf-32261.map     [.] src_0x1a8d4
     0.00%  translator  perf-32261.map     [.] src_0x1d91c
     0.00%  translator  perf-32261.map     [.] src_0x1e640
     0.00%  translator  perf-32261.map     [.] src_0x1d37c
     0.00%  translator  perf-32261.map     [.] src_0x1d310
     0.00%  translator  perf-32261.map     [.] src_0x15634
     0.00%  translator  perf-32261.map     [.] src_0x16c58
     0.00%  translator  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.00%  translator  perf-32261.map     [.] src_0x15598
     0.00%  translator  perf-32261.map     [.] src_0x1d790
     0.00%  translator  perf-32261.map     [.] src_0x15374
     0.00%  translator  perf-32261.map     [.] src_0x10db0
     0.00%  translator  perf-32261.map     [.] src_0x1536c
     0.00%  translator  perf-32261.map     [.] src_0x1add0
     0.00%  translator  perf-32261.map     [.] src_0x19234
     0.00%  translator  perf-32261.map     [.] src_0x1ef98
     0.00%  translator  [kernel.kallsyms]  [k] idle_cpu
     0.00%  translator  perf-32261.map     [.] src_0x1ab98
     0.00%  translator  perf-32261.map     [.] src_0x1c088
     0.00%  translator  perf-32261.map     [.] src_0x1562c
     0.00%  translator  perf-32261.map     [.] src_0x1d2d8
     0.00%  translator  perf-32261.map     [.] src_0x15a24
     0.00%  translator  perf-32261.map     [.] src_0x1ef2c
     0.00%  translator  perf-32261.map     [.] src_0x1560c
     0.00%  translator  perf-32261.map     [.] src_0x1a964
     0.00%  translator  perf-32261.map     [.] src_0x1c0a4
     0.00%  translator  perf-32261.map     [.] src_0x1566c
     0.00%  translator  perf-32261.map     [.] src_0x15264
     0.00%  translator  perf-32261.map     [.] src_0x154c0
     0.00%  translator  perf-32261.map     [.] src_0x1522c
     0.00%  translator  perf-32261.map     [.] src_0x1f294
     0.00%  translator  perf-32261.map     [.] src_0x1aa78
     0.00%  translator  perf-32261.map     [.] src_0x1e668
     0.00%  translator  perf-32261.map     [.] src_0x19560
     0.00%  translator  perf-32261.map     [.] src_0x1d348
     0.00%  translator  perf-32261.map     [.] src_0x1d7a8
     0.00%  translator  perf-32261.map     [.] src_0x1924c
     0.00%  translator  perf-32261.map     [.] src_0x1aabc
     0.00%  translator  perf-32261.map     [.] src_0x1d350
     0.00%  translator  perf-32261.map     [.] src_0x170f0
     0.00%  translator  perf-32261.map     [.] src_0x15578
     0.00%  translator  perf-32261.map     [.] src_0x1d340
     0.00%  translator  perf-32261.map     [.] src_0x1aac4
     0.00%  translator  perf-32261.map     [.] src_0x153ac
     0.00%  translator  perf-32261.map     [.] src_0x1d4bc
     0.00%  translator  perf-32261.map     [.] src_0x1ef28
     0.00%  translator  perf-32261.map     [.] src_0x1b314
     0.00%  translator  perf-32261.map     [.] src_0x159f8
     0.00%  translator  perf-32261.map     [.] src_0x159e4
     0.00%  translator  perf-32261.map     [.] src_0x1a8cc
     0.00%  translator  perf-32261.map     [.] src_0x15330
     0.00%  translator  perf-32261.map     [.] src_0x153c4
     0.00%  translator  perf-32261.map     [.] src_0x1b2e4
     0.00%  translator  perf-32261.map     [.] src_0x19734
     0.00%  translator  perf-32261.map     [.] src_0x16890
     0.00%  translator  perf-32261.map     [.] src_0x1eb14
     0.00%  translator  perf-32261.map     [.] src_0x19fac
     0.00%  translator  perf-32261.map     [.] src_0x1d358
     0.00%  translator  perf-32261.map     [.] src_0x18ad8
     0.00%  translator  perf-32261.map     [.] src_0x1d4b8
     0.00%  translator  perf-32261.map     [.] src_0x1b1ac
     0.00%  translator  perf-32261.map     [.] src_0x1e8a8
     0.00%  translator  perf-32261.map     [.] src_0x1a904
     0.00%  translator  perf-32261.map     [.] src_0x1e0d4
     0.00%  translator  perf-32261.map     [.] src_0x1ef80
     0.00%  translator  perf-32261.map     [.] src_0x195ec
     0.00%  translator  perf-32261.map     [.] src_0x10d60
     0.00%  translator  perf-32261.map     [.] src_0x1a950
     0.00%  translator  perf-32261.map     [.] src_0x1a9f8
     0.00%  translator  perf-32261.map     [.] src_0x159d8
     0.00%  translator  perf-32261.map     [.] src_0x1aee4
     0.00%  translator  perf-32261.map     [.] src_0x17198
     0.00%  translator  perf-32261.map     [.] src_0x1aa40
     0.00%  translator  perf-32261.map     [.] src_0x152b8
     0.00%  translator  perf-32261.map     [.] src_0x1b20c
     0.00%  translator  perf-32261.map     [.] src_0x1a948
     0.00%  translator  perf-32261.map     [.] src_0x18e60
     0.00%  translator  perf-32261.map     [.] src_0x1a890
     0.00%  translator  perf-32261.map     [.] src_0x1cb3c
     0.00%  translator  perf-32261.map     [.] src_0x154b8
     0.00%  translator  [kernel.kallsyms]  [k] native_iret
     0.00%  translator  perf-32261.map     [.] src_0x19118
     0.00%  translator  perf-32261.map     [.] src_0x1c0ac
     0.00%  translator  perf-32261.map     [.] src_0x1533c
     0.00%  translator  perf-32261.map     [.] src_0x1e63c
     0.00%  translator  perf-32261.map     [.] src_0x155d4
     0.00%  translator  perf-32261.map     [.] src_0x1d360
     0.00%  translator  perf-32261.map     [.] src_0x1d364
     0.00%  translator  perf-32261.map     [.] src_0x1b068
     0.00%  translator  perf-32261.map     [.] src_0x1d788
     0.00%  translator  perf-32261.map     [.] src_0x1d73c
     0.00%  translator  perf-32261.map     [.] src_0x16a84
     0.00%  translator  perf-32261.map     [.] src_0x15658
     0.00%  translator  perf-32261.map     [.] src_0x1d74c
     0.00%  translator  perf-32261.map     [.] src_0x1b04c
     0.00%  translator  perf-32261.map     [.] src_0x1e6ac
     0.00%  translator  perf-32261.map     [.] src_0x1af28
     0.00%  translator  perf-32261.map     [.] src_0x1b018
     0.00%  translator  perf-32261.map     [.] src_0x10d9c
     0.00%  translator  perf-32261.map     [.] src_0x1b1dc
     0.00%  translator  perf-32261.map     [.] src_0x1ac04
     0.00%  translator  perf-32261.map     [.] src_0x1f3d8
     0.00%  translator  perf-32261.map     [.] src_0x16ebc
     0.00%  translator  perf-32261.map     [.] src_0x1539c
     0.00%  translator  perf-32261.map     [.] src_0x1d770
     0.00%  translator  perf-32261.map     [.] src_0x1ae20
     0.00%  translator  perf-32261.map     [.] src_0x154ac
     0.00%  translator  perf-32261.map     [.] src_0x1d390
     0.00%  translator  perf-32261.map     [.] src_0x155bc
     0.00%  translator  perf-32261.map     [.] src_0x1ab68
     0.00%  translator  perf-32261.map     [.] src_0x19314
     0.00%  translator  perf-32261.map     [.] src_0x1aa58
     0.00%  translator  perf-32261.map     [.] src_0x1b344
     0.00%  translator  perf-32261.map     [.] src_0x1542c
     0.00%  translator  perf-32261.map     [.] src_0x10d58
     0.00%  translator  perf-32261.map     [.] src_0x1c0b4
     0.00%  translator  perf-32261.map     [.] src_0x1a7f0
     0.00%  translator  [kernel.kallsyms]  [k] clockevents_program_event
     0.00%  translator  perf-32261.map     [.] src_0x15564
     0.00%  translator  perf-32261.map     [.] src_0x1a9d4
     0.00%  translator  perf-32261.map     [.] src_0x2188c
     0.00%  translator  perf-32261.map     [.] src_0x155b0
     0.00%  translator  perf-32261.map     [.] src_0x1b204
     0.00%  translator  perf-32261.map     [.] src_0x15570
     0.00%  translator  perf-32261.map     [.] src_0x15580
     0.00%  translator  perf-32261.map     [.] src_0x1acb8
     0.00%  translator  perf-32261.map     [.] src_0x21660
     0.00%  translator  perf-32261.map     [.] src_0x1e88c
     0.00%  translator  perf-32261.map     [.] src_0x1afe8
     0.00%  translator  perf-32261.map     [.] src_0x17100
     0.00%  translator  perf-32261.map     [.] src_0x1ae04
     0.00%  translator  perf-32261.map     [.] src_0x1ae3c
     0.00%  translator  perf-32261.map     [.] src_0x1a304
     0.00%  translator  perf-32261.map     [.] src_0x1a2c4
     0.00%  translator  perf-32261.map     [.] src_0x15a88
     0.00%  translator  [kernel.kallsyms]  [k] sync_regs
     0.00%  translator  perf-32261.map     [.] src_0x195fc
     0.00%  translator  perf-32261.map     [.] src_0x1dcf0
     0.00%  translator  perf-32261.map     [.] src_0x160d8
     0.00%  translator  translator         [.] get_value
     0.00%  translator  perf-32261.map     [.] src_0x1a774
     0.00%  translator  perf-32261.map     [.] src_0x15a58
     0.00%  translator  perf-32261.map     [.] src_0x1e87c
     0.00%  translator  perf-32261.map     [.] src_0x160ec
     0.00%  translator  perf-32261.map     [.] src_0x18ac4
     0.00%  translator  perf-32261.map     [.] src_0x1e0dc
     0.00%  translator  perf-32261.map     [.] src_0x160b8
     0.00%  translator  perf-32261.map     [.] src_0x1a3fc
     0.00%  translator  perf-32261.map     [.] src_0x1641c
     0.00%  translator  perf-32261.map     [.] src_0x1a8e4
     0.00%  translator  perf-32261.map     [.] src_0x1ada4
     0.00%  translator  perf-32261.map     [.] src_0x1e860
     0.00%  translator  perf-32261.map     [.] src_0x1a3b8
     0.00%  translator  perf-32261.map     [.] src_0x1567c
     0.00%  translator  perf-32261.map     [.] src_0x15e3c
     0.00%  translator  perf-32261.map     [.] src_0x195f8
     0.00%  translator  perf-32261.map     [.] src_0x1a688
     0.00%  translator  [kernel.kallsyms]  [k] error_entry
